name,nickname,wins_x,losses_x,draws_x,height_x,weight_x,reach_x,stance_x,dOB_x,sig_strikes_landed_per_min_x,sig_striking_accuracy_%_x,sig_strike_absorbed_per_min_x,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_x,takedown_average(average_takedown_landed_per_fifteen_min)_x,takedown_accuracy_%_x,takedown_defense(%_of_opponent_takedown_not_landed)_x,sub_average(average_subs_attempted_per_15_mins)_x,wins_y,losses_y,draws_y,height_y,reach_y,age,nation,sig_str_accuracy,sig_str_totals,takedown_accuracy,takedown_totals,sig_str_per_minute,takedown_avg_per_fifteen,sig_str_defense,knockdown_avg,sig_str_absorbed_per_min,submission_avg_per_fifteen,takedown_defense,avg_fight_time,_merge,wins,losses,draws,height,weight_y,reach,stance_y,dOB_y,sig_strikes_landed_per_min_y,sig_striking_accuracy_%_y,sig_strike_absorbed_per_min_y,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_y,takedown_average(average_takedown_landed_per_fifteen_min)_y,takedown_accuracy_%_y,takedown_defense(%_of_opponent_takedown_not_landed)_y,sub_average(average_subs_attempted_per_15_mins)_y
Edivan Santos,Pe De Sapo,12.0,3.0,1 (1 NC),"6' 4""",248 lbs.,"78""",Orthodox,3-May-92,1.55,48%,7.09,26%,0.0,0%,25%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,3,1 (1 NC),"6' 4""",248 lbs.,"78""",Orthodox,3-May-92,1.55,48%,7.09,26%,0.0,0%,25%,0.0
Edson Berto,Little Tiger,17.0,12.0,1,"5' 6""",155 lbs.,--,Orthodox,5-Jul-83,1.76,36%,4.62,47%,5.47,40%,0%,2.7,,,,,,,,,,,,,,,,,,,,left_only,17,12,1,"5' 6""",155 lbs.,--,Orthodox,5-Jul-83,1.76,36%,4.62,47%,5.47,40%,0%,2.7
Edson Drago,-,11.0,7.0,0,"6' 4""",220 lbs.,--,Orthodox,29-Aug-77,1.16,40%,2.39,36%,0.0,0%,55%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,7,0,"6' 4""",220 lbs.,--,Orthodox,29-Aug-77,1.16,40%,2.39,36%,0.0,0%,55%,0.0
Edson Gomez,-,6.0,2.0,0,"5' 8""",170 lbs.,"69""",Switch,23-Feb-91,2.66,32%,8.78,45%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,2,0,"5' 8""",170 lbs.,"69""",Switch,23-Feb-91,2.66,32%,8.78,45%,0.0,0%,0%,0.0
Edson Silva,Paredao,14.0,12.0,0 (1 NC),--,205 lbs.,--,Orthodox,--,2.69,14%,5.37,50%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,12,0 (1 NC),--,205 lbs.,--,Orthodox,--,2.69,14%,5.37,50%,0.0,0%,0%,0.0
Eduarda Moura,Ronda,10.0,0.0,0,"5' 6""",115 lbs.,"66""",Orthodox,28-Feb-94,5.61,67%,0.45,80%,5.34,100%,0%,1.3,,,,,,,,,,,,,,,,,,,,left_only,10,0,0,"5' 6""",115 lbs.,"66""",Orthodox,28-Feb-94,5.61,67%,0.45,80%,5.34,100%,0%,1.3
Eduardo Bustillos,-,5.0,3.0,0,"5' 8""",135 lbs.,--,,2-Jun-87,2.61,59%,6.22,35%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,3,0,"5' 8""",135 lbs.,--,,2-Jun-87,2.61,59%,6.22,35%,0.0,0%,100%,0.0
Eduardo Dantas,Dudu,20.0,4.0,0,"5' 10""",135 lbs.,--,,3-Feb-89,3.33,60%,3.0,60%,4.0,23%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,20,4,0,"5' 10""",135 lbs.,--,,3-Feb-89,3.33,60%,3.0,60%,4.0,23%,100%,0.0
Eduardo Garagorri,-,13.0,2.0,0,"5' 9""",145 lbs.,"70""",Orthodox,28-May-89,3.42,51%,2.36,58%,0.48,100%,61%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,2,0,"5' 9""",145 lbs.,"70""",Orthodox,28-May-89,3.42,51%,2.36,58%,0.48,100%,61%,0.0
Eduardo Neves,Bebezao,7.0,2.0,0,"6' 2""",263 lbs.,"78""",Orthodox,16-Mar-00,7.69,65%,6.15,55%,5.77,66%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,2,0,"6' 2""",263 lbs.,"78""",Orthodox,16-Mar-00,7.69,65%,6.15,55%,5.77,66%,0%,0.0
Eduardo Pamplona,-,16.0,4.0,0,"5' 11""",170 lbs.,--,,20-Feb-73,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,16,4,0,"5' 11""",170 lbs.,--,,20-Feb-73,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Eduardo Torres Caut,Cyborg,16.0,2.0,0,"5' 7""",135 lbs.,"70""",Orthodox,26-Apr-95,1.1,34%,1.24,65%,2.06,33%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,16,2,0,"5' 7""",135 lbs.,"70""",Orthodox,26-Apr-95,1.1,34%,1.24,65%,2.06,33%,50%,0.0
Edward Faaloloto,-,2.0,5.0,0,--,155 lbs.,"70""",Orthodox,15-Jul-84,2.28,32%,6.25,44%,1.01,25%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,5,0,--,155 lbs.,"70""",Orthodox,15-Jul-84,2.28,32%,6.25,44%,1.01,25%,33%,0.0
Edwin Aguilar,Tigre,26.0,19.0,0 (1 NC),"5' 10""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,26,19,0 (1 NC),"5' 10""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Edwin DeWees,Babyface,38.0,17.0,0 (1 NC),"6' 1""",185 lbs.,--,Orthodox,7-Aug-82,1.53,33%,6.19,39%,2.18,66%,0%,3.3,,,,,,,,,,,,,,,,,,,,left_only,38,17,0 (1 NC),"6' 1""",185 lbs.,--,Orthodox,7-Aug-82,1.53,33%,6.19,39%,2.18,66%,0%,3.3
Efrain Escudero,Hecho En Mexico,28.0,12.0,0,"5' 9""",155 lbs.,"71""",Orthodox,15-Jan-86,2.92,44%,2.3,63%,1.31,40%,66%,0.8,,,,,,,,,,,,,,,,,,,,left_only,28,12,0,"5' 9""",155 lbs.,"71""",Orthodox,15-Jan-86,2.92,44%,2.3,63%,1.31,40%,66%,0.8
Egan Inoue,-,13.0,8.0,0,"5' 9""",190 lbs.,--,Southpaw,4-Jul-65,1.66,36%,3.31,57%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,8,0,"5' 9""",190 lbs.,--,Southpaw,4-Jul-65,1.66,36%,3.31,57%,0.0,0%,0%,0.0
Egidijus Valavicius,-,29.0,12.0,0,"6' 0""",200 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,29,12,0,"6' 0""",200 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Eiji Ishikawa,-,29.0,24.0,3,"5' 10""",170 lbs.,--,,12-Oct-79,1.2,29%,4.07,60%,1.0,9%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,29,24,3,"5' 10""",170 lbs.,--,,12-Oct-79,1.2,29%,4.07,60%,1.0,9%,0%,0.0
Eiji Mitsuoka,-,18.0,9.0,2,"5' 7""",145 lbs.,--,Southpaw,1-Jan-76,1.49,49%,2.26,45%,2.3,36%,20%,1.6,,,,,,,,,,,,,,,,,,,,left_only,18,9,2,"5' 7""",145 lbs.,--,Southpaw,1-Jan-76,1.49,49%,2.26,45%,2.3,36%,20%,1.6
Elaina Maxwell,Beef,7.0,4.0,0,"5' 8""",145 lbs.,--,Orthodox,16-Dec-78,2.07,60%,2.4,53%,0.0,0%,50%,1.0,,,,,,,,,,,,,,,,,,,,left_only,7,4,0,"5' 8""",145 lbs.,--,Orthodox,16-Dec-78,2.07,60%,2.4,53%,0.0,0%,50%,1.0
Eldari Kurtanidze,-,0.0,1.0,0,"5' 6""",235 lbs.,--,Orthodox,16-Apr-72,0.47,20%,3.72,60%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"5' 6""",235 lbs.,--,Orthodox,16-Apr-72,0.47,20%,3.72,60%,0.0,0%,0%,0.0
Eldo Xavier Dias,-,0.0,1.0,0,"5' 11""",180 lbs.,--,,16-Jul-64,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"5' 11""",180 lbs.,--,,16-Jul-64,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Eli Aronov,The Israeli Tank,6.0,1.0,0,"5' 10""",185 lbs.,"72""",Orthodox,6-Jun-96,8.92,68%,6.49,38%,12.16,100%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,1,0,"5' 10""",185 lbs.,"72""",Orthodox,6-Jun-96,8.92,68%,6.49,38%,12.16,100%,0%,0.0
Eli Tamez,Tomahawk,10.0,0.0,0,"5' 7""",135 lbs.,--,,22-Aug-85,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,0,0,"5' 7""",135 lbs.,--,,22-Aug-85,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Elias Garcia,-,6.0,2.0,0,"5' 5""",125 lbs.,"67""",Southpaw,13-Sep-92,1.59,27%,5.05,50%,0.68,14%,33%,1.4,,,,,,,,,,,,,,,,,,,,left_only,6,2,0,"5' 5""",125 lbs.,"67""",Southpaw,13-Sep-92,1.59,27%,5.05,50%,0.68,14%,33%,1.4
Elias Urbina,-,3.0,1.0,0,"6' 3""",185 lbs.,"77""",Southpaw,9-Oct-93,3.85,37%,6.17,50%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,1,0,"6' 3""",185 lbs.,"77""",Southpaw,9-Oct-93,3.85,37%,6.17,50%,0.0,0%,0%,0.0
Eliot Marshall,Fire,10.0,4.0,0,"6' 2""",205 lbs.,"77""",Orthodox,7-Jul-80,1.93,27%,2.39,67%,0.47,33%,79%,0.9,,,,,,,,,,,,,,,,,,,,left_only,10,4,0,"6' 2""",205 lbs.,"77""",Orthodox,7-Jul-80,1.93,27%,2.39,67%,0.47,33%,79%,0.9
Elise Reed,-,7.0,4.0,0,"5' 3""",115 lbs.,"63""",Orthodox,5-Dec-92,2.66,49%,3.06,52%,0.58,60%,42%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,4,0,"5' 3""",115 lbs.,"63""",Orthodox,5-Dec-92,2.66,49%,3.06,52%,0.58,60%,42%,0.0
Elisha Helsper,Knuckles,0.0,4.0,0,"5' 6""",135 lbs.,--,Orthodox,6-Feb-83,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,4,0,"5' 6""",135 lbs.,--,Orthodox,6-Feb-83,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Elizabeth Phillips,-,6.0,6.0,0,"5' 6""",135 lbs.,"65""",Orthodox,20-Aug-86,2.6,33%,3.07,58%,0.75,25%,53%,0.2,,,,,,,,,,,,,,,,,,,,left_only,6,6,0,"5' 6""",135 lbs.,"65""",Orthodox,20-Aug-86,2.6,33%,3.07,58%,0.75,25%,53%,0.2
Elves Brener,-,16.0,3.0,0,"5' 10""",155 lbs.,"72""",Orthodox,27-Sep-97,4.64,46%,5.05,55%,0.93,20%,85%,0.0,,,,,,,,,,,,,,,,,,,,left_only,16,3,0,"5' 10""",155 lbs.,"72""",Orthodox,27-Sep-97,4.64,46%,5.05,55%,0.93,20%,85%,0.0
Elvis Mutapcic,The King,15.0,6.0,1,"6' 0""",185 lbs.,"72""",Orthodox,19-Jul-86,3.41,40%,4.27,38%,0.0,0%,81%,0.0,,,,,,,,,,,,,,,,,,,,left_only,15,6,1,"6' 0""",185 lbs.,"72""",Orthodox,19-Jul-86,3.41,40%,4.27,38%,0.0,0%,81%,0.0
Elvis Sinosic,The King of Rock n' Rumble,7.0,11.0,2,"6' 3""",205 lbs.,"77""",Orthodox,13-Feb-71,1.13,37%,4.6,53%,0.0,0%,0%,1.2,,,,,,,,,,,,,,,,,,,,left_only,7,11,2,"6' 3""",205 lbs.,"77""",Orthodox,13-Feb-71,1.13,37%,4.6,53%,0.0,0%,0%,1.2
Emanuel Newton,The Hardcore Kid,26.0,12.0,1,"6' 1""",205 lbs.,--,,2-Jan-84,1.92,49%,1.35,51%,2.02,100%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,26,12,1,"6' 1""",205 lbs.,--,,2-Jan-84,1.92,49%,1.35,51%,2.02,100%,0%,0.0
Emiliano Linares,Golden Bull,8.0,2.0,0,"5' 8""",145 lbs.,"72""",Orthodox,21-Apr-97,1.17,28%,3.59,26%,0.0,0%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,2,0,"5' 8""",145 lbs.,"72""",Orthodox,21-Apr-97,1.17,28%,3.59,26%,0.0,0%,33%,0.0
Emilio Chavez,-,12.0,9.0,0,"5' 9""",145 lbs.,--,,--,2.73,48%,1.53,54%,3.0,50%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,9,0,"5' 9""",145 lbs.,--,,--,2.73,48%,1.53,54%,3.0,50%,0%,0.0
Emilio Cuellar,Show Kid,6.0,1.0,0,--,125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,1,0,--,125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Emily Fernandez,-,0.0,0.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Emily Kagan,-,3.0,3.0,0,"5' 3""",115 lbs.,--,,14-Jul-81,2.6,36%,5.29,38%,1.86,14%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,3,0,"5' 3""",115 lbs.,--,,14-Jul-81,2.6,36%,5.29,38%,1.86,14%,50%,0.0
Emmanuel Sanchez,El Matador,15.0,3.0,0,"5' 9""",145 lbs.,"71""",,11-Aug-90,4.45,35%,4.17,55%,0.25,6%,16%,0.5,,,,,,,,,,,,,,,,,,,,left_only,15,3,0,"5' 9""",145 lbs.,"71""",,11-Aug-90,4.45,35%,4.17,55%,0.25,6%,16%,0.5
Emmanuel Yarborough,-,1.0,2.0,0,"6' 8""",770 lbs.,--,Open Stance,5-Sep-60,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,2,0,"6' 8""",770 lbs.,--,Open Stance,5-Sep-60,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Emrah Sonmez,Anatolian Wolf,14.0,5.0,0,"5' 10""",145 lbs.,"71""",Orthodox,26-Jun-92,1.47,46%,1.73,48%,5.0,21%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,5,0,"5' 10""",145 lbs.,"71""",Orthodox,26-Jun-92,1.47,46%,1.73,48%,5.0,21%,0%,0.0
Enrique Watson,-,3.0,1.0,0,--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,1,0,--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Enson Inoue,Yamato Damashii,12.0,8.0,0,"5' 10""",210 lbs.,--,Orthodox,15-Apr-67,1.7,63%,1.88,30%,0.0,0%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,8,0,"5' 10""",210 lbs.,--,Orthodox,15-Apr-67,1.7,63%,1.88,30%,0.0,0%,33%,0.0
Eperaim Ginting,The Wolfman,6.0,1.0,0,"5' 4""",135 lbs.,"64""",Orthodox,30-Nov-95,0.0,0%,0.0,100%,15.52,100%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,1,0,"5' 4""",135 lbs.,"64""",Orthodox,30-Nov-95,0.0,0%,0.0,100%,15.52,100%,0%,0.0
Eric Bedard,Lucky Strikes,6.0,7.0,0,"6' 2""",239 lbs.,--,,11-Sep-84,6.37,35%,8.54,52%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,7,0,"6' 2""",239 lbs.,--,,11-Sep-84,6.37,35%,8.54,52%,0.0,0%,0%,0.0
Eric Castile,-,3.0,2.0,0,"5' 8""",145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,2,0,"5' 8""",145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Eric Esch,Butterbean,15.0,10.0,1,"5' 11""",350 lbs.,--,Orthodox,3-Aug-68,3.07,71%,1.74,43%,0.0,0%,0%,2.0,,,,,,,,,,,,,,,,,,,,left_only,15,10,1,"5' 11""",350 lbs.,--,Orthodox,3-Aug-68,3.07,71%,1.74,43%,0.0,0%,0%,2.0
Eric Galvan,-,0.0,0.0,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,0,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Eric Irvin,-,11.0,4.0,0,"5' 8""",155 lbs.,--,,10-Jan-86,3.27,42%,4.47,36%,4.0,30%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,4,0,"5' 8""",155 lbs.,--,,10-Jan-86,3.27,42%,4.47,36%,4.0,30%,33%,0.0
Eric Jacob,-,1.0,9.0,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,9,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Eric Lawson,-,9.0,5.0,0,"6' 0""",185 lbs.,--,Orthodox,--,1.58,57%,1.97,44%,8.88,42%,0%,3.0,,,,,,,,,,,,,,,,,,,,left_only,9,5,0,"6' 0""",185 lbs.,--,Orthodox,--,1.58,57%,1.97,44%,8.88,42%,0%,3.0
Eric Magana,-,1.0,1.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,1,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Eric Martin,-,0.0,1.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Eric Schambari,-,15.0,6.0,0,"5' 11""",185 lbs.,--,Orthodox,22-Apr-78,1.43,42%,1.07,54%,3.0,42%,0%,1.0,,,,,,,,,,,,,,,,,,,,left_only,15,6,0,"5' 11""",185 lbs.,--,Orthodox,22-Apr-78,1.43,42%,1.07,54%,3.0,42%,0%,1.0
Eric Schwartz,-,2.0,0.0,0,--,205 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,0,0,--,205 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Eric Smith,-,1.0,1.0,0,--,--,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,1,0,--,--,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Eric Steenberg,-,5.0,1.0,0,--,155 lbs.,--,,22-Jun-83,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,1,0,--,155 lbs.,--,,22-Jun-83,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Eric Wray,-,5.0,1.0,0,"6' 0""",170 lbs.,--,Orthodox,--,1.76,48%,3.12,28%,4.07,66%,0%,2.0,,,,,,,,,,,,,,,,,,,,left_only,5,1,0,"6' 0""",170 lbs.,--,Orthodox,--,1.76,48%,3.12,28%,4.07,66%,0%,2.0
Erick Montano,Perry,7.0,5.0,0,"6' 0""",170 lbs.,"73""",Orthodox,19-Nov-85,2.79,44%,2.06,64%,2.29,36%,66%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,5,0,"6' 0""",170 lbs.,"73""",Orthodox,19-Nov-85,2.79,44%,2.06,64%,2.29,36%,66%,0.0
Erick Sanchez,-,8.0,3.0,0,"5' 10""",145 lbs.,--,,4-Oct-90,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,3,0,"5' 10""",145 lbs.,--,,4-Oct-90,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Erick Silva,-,19.0,9.0,0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,21-Jun-84,2.5,48%,4.18,49%,0.85,35%,56%,1.4,,,,,,,,,,,,,,,,,,,,left_only,19,9,0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,21-Jun-84,2.5,48%,4.18,49%,0.85,35%,56%,1.4
Erick Wanderlei,-,3.0,3.0,0,"6' 1""",205 lbs.,--,Orthodox,--,0.63,41%,2.66,40%,3.8,66%,0%,1.9,,,,,,,,,,,,,,,,,,,,left_only,3,3,0,"6' 1""",205 lbs.,--,Orthodox,--,0.63,41%,2.66,40%,3.8,66%,0%,1.9
Ericka Almeida,-,7.0,3.0,0,"5' 6""",115 lbs.,--,Orthodox,5-Mar-89,1.07,39%,3.33,43%,0.5,33%,37%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,3,0,"5' 6""",115 lbs.,--,Orthodox,5-Mar-89,1.07,39%,3.33,43%,0.5,33%,37%,0.0
Erik Apple,-,10.0,3.0,0,"6' 0""",170 lbs.,--,Orthodox,26-Aug-77,0.0,0%,0.54,81%,0.0,0%,0%,8.1,,,,,,,,,,,,,,,,,,,,left_only,10,3,0,"6' 0""",170 lbs.,--,Orthodox,26-Aug-77,0.0,0%,0.54,81%,0.0,0%,0%,8.1
Erik Koch,Phoenix,16.0,6.0,0,"5' 10""",170 lbs.,"71""",Southpaw,4-Oct-88,2.33,42%,2.82,47%,1.02,42%,81%,1.0,,,,,,,,,,,,,,,,,,,,left_only,16,6,0,"5' 10""",170 lbs.,"71""",Southpaw,4-Oct-88,2.33,42%,2.82,47%,1.02,42%,81%,1.0
Erik Silva,The King,9.0,2.0,0,"5' 9""",145 lbs.,"71""",Orthodox,16-Mar-87,2.17,71%,1.58,40%,3.94,80%,71%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,2,0,"5' 9""",145 lbs.,"71""",Orthodox,16-Mar-87,2.17,71%,1.58,40%,3.94,80%,71%,0.0
Erisson Ferreira,Gato,12.0,2.0,0,"5' 6""",125 lbs.,"70""",Orthodox,3-May-91,1.75,32%,2.75,56%,1.11,100%,66%,1.7,,,,,,,,,,,,,,,,,,,,left_only,12,2,0,"5' 6""",125 lbs.,"70""",Orthodox,3-May-91,1.75,32%,2.75,56%,1.11,100%,66%,1.7
Ernest Chavez,EJ,10.0,2.0,0,"5' 8""",145 lbs.,"70""",Orthodox,27-Jun-83,2.79,40%,3.89,59%,0.89,33%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,2,0,"5' 8""",145 lbs.,"70""",Orthodox,27-Jun-83,2.79,40%,3.89,59%,0.89,33%,50%,0.0
Ernesta Kareckaite,Heavy-Handed,5.0,0.0,1,"5' 9""",125 lbs.,"71""",Orthodox,5-Jul-98,12.27,45%,11.2,42%,1.0,50%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,0,1,"5' 9""",125 lbs.,"71""",Orthodox,5-Jul-98,12.27,45%,11.2,42%,1.0,50%,100%,0.0
Ernie Verdicia,-,0.0,1.0,0,"5' 11""",199 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"5' 11""",199 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Errol Zimmerman,The Bonecrusher,0.0,1.0,0,"6' 3""",185 lbs.,--,Orthodox,20-Apr-86,2.95,42%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"6' 3""",185 lbs.,--,Orthodox,20-Apr-86,2.95,42%,0.0,0%,0.0,0%,0%,0.0
Estefani Almeida,-,7.0,3.0,0,"5' 4""",125 lbs.,--,Orthodox,17-Oct-88,3.13,37%,6.07,42%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,3,0,"5' 4""",125 lbs.,--,Orthodox,17-Oct-88,3.13,37%,6.07,42%,0.0,0%,0%,0.0
Eugenio Tadeu,-,2.0,3.0,0 (1 NC),"5' 8""",160 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,3,0 (1 NC),"5' 8""",160 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Eun Soo Lee,-,17.0,4.0,0 (1 NC),"6' 1""",215 lbs.,--,Orthodox,7-Mar-82,0.0,0%,3.05,60%,0.0,0%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,17,4,0 (1 NC),"6' 1""",215 lbs.,--,Orthodox,7-Mar-82,0.0,0%,3.05,60%,0.0,0%,50%,0.0
Evan Dunham,-,18.0,9.0,1,"5' 10""",155 lbs.,"70""",Southpaw,18-Dec-81,5.33,39%,3.54,61%,1.82,33%,79%,1.0,,,,,,,,,,,,,,,,,,,,left_only,18,9,1,"5' 10""",155 lbs.,"70""",Southpaw,18-Dec-81,5.33,39%,3.54,61%,1.82,33%,79%,1.0
Evan Elder,The Phenom,8.0,2.0,0,"5' 10""",155 lbs.,"72""",Switch,11-Apr-97,4.75,48%,5.0,57%,0.74,22%,28%,0.4,,,,,,,,,,,,,,,,,,,,left_only,8,2,0,"5' 10""",155 lbs.,"72""",Switch,11-Apr-97,4.75,48%,5.0,57%,0.74,22%,28%,0.4
Evan Esguerra,-,8.0,7.0,0 (1 NC),--,145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,7,0 (1 NC),--,145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Evan Tanner,-,32.0,8.0,0,"6' 0""",185 lbs.,"74""",Orthodox,11-Feb-71,3.05,59%,2.64,56%,2.55,43%,25%,1.3,,,,,,,,,,,,,,,,,,,,left_only,32,8,0,"6' 0""",185 lbs.,"74""",Orthodox,11-Feb-71,3.05,59%,2.64,56%,2.55,43%,25%,1.3
Evangelista Santos,Cyborg,21.0,18.0,0,"5' 10""",170 lbs.,"76""",Orthodox,12-Dec-77,3.94,36%,6.01,49%,0.78,100%,50%,0.4,,,,,,,,,,,,,,,,,,,,left_only,21,18,0,"5' 10""",170 lbs.,"76""",Orthodox,12-Dec-77,3.94,36%,6.01,49%,0.78,100%,50%,0.4
Everett Cummings,-,12.0,0.0,0,--,205 lbs.,--,,--,0.43,60%,4.34,45%,0.0,0%,0%,2.2,,,,,,,,,,,,,,,,,,,,left_only,12,0,0,--,205 lbs.,--,,--,0.43,60%,4.34,45%,0.0,0%,0%,2.2
